"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"878","grave","ɪ̀zàm / ɪ̄zámóki᷄","ɪ̀zàm / kɪ́záːmō","bə́ʒí / bə́ʒí ~ ʒíbə́","bə́ʒí / bə́ʒílə́","ɪ̀zàm / kə́zámə̄","ɪ̀dzàm / kə̀dzámə̄~kə̀dzámnə́","zɪ̀m~dᶻɪ̀m/ńzɪ᷇ːm~kə́zɪ̂mtə́~kə́dᶻɪ̂mtə́","dzèːm / kə́ze᷇ːmtə́","dìm / dím","dzìm /dzím","zə̀m / zə̂m","zə̀m / zə̂m","ísêʲ / sèsêʲ","ɪ́sîː / sə́sɪ̂","dzàm / dzâm","dzàm / dzâːm","ɪ̀zàm / kídzámə̄","ɪ̀zàm / kízámə̄","ɪ̀zàm / bìzàm~àzámə̀","ɪ̀zàm / kə́zámə̄"
"882","place","ɪ̀séhé~ɪ̀sɪ̀hɪ́ / ànsɪ́hɪ́~ǹséhémʷɪ̂","ɪ̀sɪ́hɪ́ / mʷɪ̄ǹsɪ́hɪ́","kə́də́lə̀ / bə́də́lə̀","kə́də̂lə̀ / bə́də̂lə̀","ɪ̀sɪ́hɪ́ / kə̀sɪ́hɪ́","ɪ̀sísə́~ ɪ̀sɪ́hɪ́ / àsísə́~àsɪ́hɪ́","kə̄dīlə̄ / bə̄dīlə̄","kə́dílə̄ / bə́dílə̄","dîlə̀ / bə́dîlə̀","dílə̄ / bə́dílə̄","kə́də́lə̀ / bə́də́lə̀","kə́də́lə̀ / bə́də́lə̀","ʊ̀lʊ̂ʔ / sə̀lʊ̂ʔ","ʊ̀lʊ̂ʔ / sə̀lʊ̂ʔ","dɛ̂ɦ / dɛ̀bɪ́","dʲɛ̀ɦː / dʲɛ̂ɦː","ɪ́sɛ́hɛ́ / ásɛ̂sə́","ɪ̀sɛ́hɛ́ / àsɛ́hɛ́","ɪ̀sɪ́hɪ́ / àsɪ́hɪ́","ɪ̀sɪ́hɪ́ / àsɪ́hɪ́"
"894","road","ɪ̀tsán / ɪ̀tsánə́kî","ītsán / kìtsánnó~ìtsánnó","dzàː / kə́dzâlə́","dzà / kə́dzâlə̀","ɪ̀tsə́n / kə̀tsànə́ AbarRoot~kə̀tsə́nə́ BIYA","ɪ̀tsə́n / kə̀tsə́nə́","dʒɪ́ / kə́dʒɪ̂ːtə́","dʒɪ́ / kə́dzɪ᷇ːtə̄~kə́zɪ᷇ːtə̄","dzī / dzí","dzī / dzí","dzɛ̀ɲ / dzɛ̂ɲ","zɛ̀ɲ / zɛ̂ɲ","ʊ̀nóm / sə̀nóm","ʊ̀nóm / sə̀nóm","dʒí ~ dʒī / dʒí ~ dʒī","dʒí / dʒîː","ɪ̀tsə́nə́ / kítsə́nə́","ɪ̀tsə́nə́ / kìtsə́nə́","ɪ̀tsə́n~ɪ̀tsɛ́n / kə̀tsə́n~kə̀tsɛ́n~àtsɛ́n","ɪ̀tsɛ́n / kə̀tsə̀nə̀"
"903","day","bʊ́tû~ʊ̀tù / ʊ́tûbʊ̂","bʊ̀tù / kɪ̀tù ~ ʊ̀tù","dʒɥɪ᷇ːɲ / kə̀dʒɥɪ᷇ːɲnə́","dʒʷɪ́ɲ / kə́dʒʷɪ́ɲnə̄","m̀fʷɪ́~bʷɪ́tû~bʊ́tù / àfʷə́~kə́tû","m̀fʷɪ́~bútú~bʷə́tú / áfʷɪ́~àfʷɪ́","bɪ́n / kə̀bɪ̂ntə́ ~","kə́tə́ / bə́tə́","bʷə̂ / bʷə̂bə̀tʊ́kə́","kálə̄ / kā","kpɔ̂ŋ ~ kpɔ̃̂ː / kɔ́ŋɔ̀ ~ kɔ̃̂ː","kpõ̂ / kõ̂","fə̀tʊ́ʔ / m̀tʊ́ʔ","fə̀tʊ́ʔ~ʊ́túʔ / m̀tʊ́ʔ","tō / tō","tōʊ̄~tō / tóʊ́~tó","bùtù / bútúlə̄","bútû / bùtùbù","bʊ̀tù~ùtù / bìtù~bùtú","ⁿfʷɪ́ / àfʷɛ́~àfʷé"
"905","faeces","ɪ̀bán~kìbán / ɪ́bán~ɪ̀bánkî","kìbán~ábán / bìbán~ɪ́bán","kə̀bɪ́ɲ / bə̀bɪ́ɲ","kə̀bɪ́ɲ / bə̀bɪ́ɲnə́","kə̀bə́n / bìbə́n","kə̀bə́n / bìbə́n","kə̀bín / bə̀bín","kə̀bín / bə̀bín","tə̀tǐː ~ tʲə̌ / bə̀tǐː ~ tə̀tʲə̌","tə̀tʲə̌ː / tə̀tʲə̌ː","tə̀ⁿbʲɪ̃́ / ø","ⁿbʲɪ́ɲ / tə̀ⁿbʲɪ́ɲ","kə̀ɣʲə̂: / ʊ̀ɣʲə̂ː","kə́ɣʲə̂ / ʊ́ɣʲə̂","ḿmbîn / ḿmbînbɪ́","mbi᷇ːn / mbîːn","ɪ́bə́n / kíbə̂nsə́~kíbə́lə̀sə́","kíbán~ábə́n / kɪ́bə́n","kə̀bɛ́n~àbɛ́n / kə̀mbò~ɪ̀bɛ́n","kə̀bɛ́n~kə̀bə̀n / bíbə́n"
"907","rainbow","ɪ̀tsɪ̀ntsə̀m~ɪ̀tsɨ̀m / ɪ̀tsɪ́ntsə́mōkì","ɪ̀tsʊ́ŋ / kɪ̀tsʊ̀ŋò","kə̀ⁿgʲâŋ / bə̀ⁿgʲâŋ","kə̀ⁿgʲâŋ / bə̀ⁿgʲâŋ","ìdʒʲɛ̄ / ìdʒʲɛ́~kə̀dʒʲɛ́","kə̀ŋgə́m / bìŋgə́m","kə̀ntɪ́ntàhánə̄ / bə̀ntɪ́ntàhánə̄","wɪ́ŋ / kə́wɪ́ŋtə́","tsə̀mnə́ⁿbɘ̀ɣ / tsə̂mnə́ⁿbɘ̀ːɣ","tsə̀mnə́ⁿbɨ̂ɣ / tsə̀mnə́ⁿbɨ̂ɣ~tsə̀m /tsə̀m ","ɲʷàmʒʷàŋkə́ / ɲʷâmʒʷâŋkə́","ɲʷàmʒʷàːŋkə́ / ɲʷāmʒʷāŋkə́","kʊ̀ŋgə́ʲ / sə̀kʊ̀ŋgə́ʲ","kʊ̀ŋgə́ʲ / sə̀kʊ̀ŋgə́ʲ","ḿndzʲâŋ / m̀ndzʲàŋ","ndzə́àŋ / ndzə́àŋ","ɪ̀fàmɪ̀ndʒɛ̂ / kífámɪ́ndʒɛ̂","ɪ̀fàmə̀ndʒé ~ àfàmə̀ndʒé/ kìfàmɛ̀ndʒé~bìfàmɛ̀ndʒé","ɪ́dʒɛ́~ɪ́dʒʲɛ́ / kə́dʒɛ́lə̄~ádʒʲɛ́lə̄","ɪ̀tsɪ́mə́ / kə́tsɪ́mə́"
"909","wax (incense)","ɪ̀dí / ɪ́díkɪ̀~ɪ̀dí","ɪ̀dí / mʷɪ̀ndí~ŋmɪ̀ⁿdí","dzə̂ / ádzə̂~kə́dzə̂lə̀","dzə̂ / kə́dzə̂lə̀","ɪ̀dí / kə̀dí","ɪ̀dí / àdí","dʒɪ̂ŋ / kə́dʒɪ̂ŋtə́","dʒɪ̂ŋ / kə́dʒɪ᷇ːŋtə́","dʒɛ̂n / tə́dʒɛ̂n","dʒɛ᷇ːn / tə́dʒɛ᷇ːn","ńⁿdĩ̂ / tə́ⁿdĩ̂","ə́ⁿdĩ́ ~ tə́ⁿdĩ̂","ìnə́ŋ / sə̀nə́ŋ","ìnə́ŋ / sə̀nə́ŋ","ndʒə̄ŋ / ndʒə̄ŋ","ńdʒə᷇ŋ / ńdʒə᷇ːŋ kó","ɪ̀gí / kìgílə","ɪ́gí / ɪ́gílə ~ ágí","ɪ̀dí / bìdí~ádí","ɪ̀dí / àdí~kə́dí"
"910","war","ìwôm / ìwómókî","ìwòm / kìwòmò","gʷɪ̀ɲ / kə́gʷɪ́ɲnə́","gʷɪ̀ɲ / kə́gʷɪ̂ːlə̄","ìwóm / kə̀wo᷇ːm","ìwám / kə́wámə́ ~ ìwám / ɪ̀wám","dzʊ́m / ø ~ kə́dzʊ̂mtə́","dzóm / kə́dzómtə́","dzʊ̀m / bə̀dzʊ̀m","dzʊ̀m / dzúm","zʊ̀m / zʊ̂m","zʊ̀m / zʊ̂m","tsàm / sə̀tsâm","tsàm / sə̀tsa᷇ːm","dzɔ̄m ~ dzɔ̌ːm / dzɔ̄m","dzɒ̄ɦm / dzɒ̄ɦm","ɪ̀wʊ̀m / kíwʊ́mə̄","ɪ̀wʊ̂m / kíwʊ́mə̄","ìwɔ́m / kə̀wɔ́mə̄","ìwóm / áwóm~kə̀wómə́"
"916","year","ɪ̄ɲʊ̀m / àɲʊ́mmʷɪ̂","ɪ̀ɲʊ̀m / mʷɪ̀nɲʊ́m~ǹɲóm","ɲʷɪ̀ɲ / kə́ɲʷɪ́ːnə̀","ɲʷɪ̂ɲ~ɲʷɪ̀n / kə̀ŋʷɪ̄ːlə̄","ʊ́bí / kə́bí","ʊ́bī~ʊ́bí / àɲʲám","yǎː / kə̀yáːtə́","yǎː / kə̀yáːtə́","lùm / bə́lûm","lʊ̀m / bə̀lùm","ʒʲàː / dʒá","ʒá / ʒʲá","kə̀nôm /  sə̀nôm","kə̀nôm /  sə̀nôm","yə̌ / yə́","yə̌ː / yə́","ɪ̀ɲʊ̀m / áɲʊ́mə́","ɪ̀ɲʊ̀m / áɲʊ́m","ɪ̀ɲɔ̀ːm / àɲɔ́m","ɪ̀ɲɔ̀m / áɲɔ́m~kə́ɲɔ́m"
"917","week","ʊ̀tʊ́nâ / ɪ̀tʊ́nákì","ʊ̀tʊ́nā / kítʊ́nā","wə́sə́ / kə̀wə́sə́","wə́sə́ / kə̀wə́sə́","ʊ̄tʊ̄nā~ʊ̀tə́nə̄ / kə́tʊ́nā","ʊ̀tʊ́hnā / kə́tʊ́hnā","kpó / kə̀kpóːtə́","kpǒː / kə̀kpóːtə́","wə́sə́ / tə̀wə́sə́","wə́sə́ / tə̀wə́sə́","ʃī / bə́ʃī","ʃī / ʃî","ŋgàm / sə̀ŋgàm","ŋgàm / sə̀ŋgàm","kpœ́ɦ / kpœ̄ɦ","kpɒ̄ɦ / kpɒ́ːɦ","ʊ́túnə̄ / kítúnə̄","wɪ̂k / bèwɪ̂k~wɪ̂ks","ʊ̀tʊ́nā / bìʊ̀tʊ́nā~ɪ̀tʊ́nā","ʊ̀tʊ́nā / ɪ́tʊ́nā~kə́tʊ́nā"
"925","name","ɪ́yâː / àya~ɪ̀yàːyɛ́","ìjà / kìyà~ǹjʲā~ǹjʲà","m̩̀ⁿdzɪ́ɲ / ḿ̩ⁿdzɪ́ɲmə̄","m̩̀ⁿdzɪ́ɲ / m̩̀ⁿdzɪ́ɲ~m̩̀ⁿdzɪ́ɲnə̀~mə̀ⁿdzɪ́ɲ","ɪ̀jà / bìjà~kə̀jà","íjám / ájám","yí / kə́yîːtə́ ~ kə́yîːtə́nə́","yí / kə̀yíːtə́","wə́lə́ / tə̀jə́lə̄","wə́lə̄ / tə̀jə́lə̄","wə̄ / dʒə̄","wə̄ / dʒə́","ɪ́zə́s / ə̀zə́s","ɪ́zə́s / ə̀zə́s","mán / mán","mán / mán mō","ɪ́yám / áyámàsə́","ɪ́yám / ɪ́yámə́~àyàmə̀","ɪ̀jà / bìjà~àjà","ɪ̀jà / àjà"
"929","story","kə̀ⁿdʲɔ̂ŋ~àⁿdʲɔ́ŋ / bìⁿdʲɔ̂ŋ~ìⁿdʲɔ̂ŋ","kə̀ⁿdʲɔ̂ŋ / bìⁿdʲɔ̂ŋ","fə̀máⁿgálē / m̩̀máⁿgálē","ŋʷɪ̂ɲfə́mŋ̩́kə́lə́ / ŋʷɪ̂ɲfə́mŋ̩́kə́lə́","kə̀ⁿdʲɔ̀ŋ / bìⁿdʲɔ̂ŋ","ⁿdʲɔ́ŋ / bə̀ⁿdʲɔ́ŋ","ŋ̀kêː / bə̀ŋkêː","ŋke᷇ː / bə̀ŋke᷇ː","kə̀tə̌ːm / bə̀tə̌ːm","kə̀tə̌ːm / bə̀tə̌ːm","kə̄tɥʊ́m / bə̄tɥʊ́m","kə̄tʃʊ̀m / bə́tʃʊ᷇ːm","fə́ʒîʒʲə̀ / m̀ʒîʒʲə̀","fə́ʒîʒʲə̀ / ə́ʒîʒʲə̀","kpɨ́n / kpɨ́n","kpɪ́n / kpɪ́n","ágʲə́m / bígʲə́m","àŋgʲɔ̂ŋ / bìŋgʲɔ̂ŋ","kə̀ⁿdʲɔ́ŋ~àⁿdʲɔ́ŋ / bìⁿdʲɔ́ŋ~ɪ̀ⁿdʲɔ́ŋ","kə̀ⁿdʲɔ̂ŋ / bìⁿdʲɔ̂ŋ~bɛ̀ⁿdʲɔ̌ŋ"
"951","case (court) (n)","ʊ̀sákó / ánsákómʷɪ̂","ʊ̀sákkó / kìsákkó~ʊ̀sákkó","ⁿsáʔ / àⁿsáʔ","ⁿsáʔ / àⁿsáʔ","ʊ̀sá / kə̀sá","ʊ̀sáh / ḿ̩sáhàá~mùnsáā","sákə́ / kə̀sákə́nə̄","sákə́ / kə̀sákə́nə́","ta᷇ːŋ / mə́ntɛ̀ːŋô","táŋ / tə̀táŋkə̄~tə̀tɛ̄ŋkə̄","sʲá / tə̀sʲá","sʲá / tə̀sʲá","sāʔ / sə̄sāʔ","sāʔ / sə́sáʔ","sá / sá","sāɦ / sáɦ","ʊ̀só / kísólə́","ámɥʊ́ / bìmɥʊ́","ʊ̀só / bìʊ̀só ~ àsó","ʊ̀sɔ́~ʊ̀só / mʊ́nsɔ́ː~kə̀sólə́"
"956","laugh (v)","sə̀fò/sèsə̀fókó~sɪ̀sə̀fókó/sə̀fó/sə̀fó","sə̀fó / sə̀fə̀ǹla᷇ː / sə̀fó /sə̀fó","kʲə́ / kʲə́ːkə̀ / kʲə̄ / kʲə́","kʲə́ / kʲə́ːkə̀ / kʲə̄ / kʲə́","ʃàfə̀ / ʃàfə̀ɲ̀ɲʲa᷇ː / ʃàfə́ / ʃàfə́","ʃə̀fə̀ / ʃə̀fə̀ɲìɲa᷇ / ʃə̀fə́ / ʃə̀fə́","ʃə̀fə̀ / ʃə̀fə̀ kə̀ / ʃə̀fə́ / ʃə̀fə́","ʃʲɛ̀ːfə̀ / ʃʲɛ̀ːfə́ kə̀ / ʃʲɛ̀ːfə́ / ʃʲɛ̀ːfə́","kʲə́ / kʲə̀kô / kʲə́ / kʲə̀kô","kʲǒ / kʲə̀kô~kʲə̀kə́wò/ kʲə́ / kxʲə̀","sìsə̀ / sìsə́lə̂ / sísə̀ / sísə̀","sìːsə̀ / sìːsə́lə̂ / síːsə̀ / síːsə̀","tʃēʔé / tʃèʔé / tʃèʔé / tʃéʔ","tʃéʔ / tʃèʔé / tʃéʔé / tʃéʔ","omission (to be updated on 2021-03-09)","sē / sē / sé / sê","ʃə̂fə̀ / ʃə̂fə̀ / ʃə̀fə́ / ʃə̀fə́","ʃə̀fə̀ / ʃə̀fə̀ / ʃə̀fə́ / ʃə̀fə́","ʃàfə̀ / ʃàfə̀ǹla᷇n~ ʃàfə̀lə̀nlân/ ʃàfə́ / ʃàfə́","ʃʲàfə̀ / ʃʲàfə̀ǹla᷇ːn/ ʃʲàfə́ / ʃʲàfə́"
"957","cry (v)","dɪ̀ / dʊ̀lɛ̀lánō / dɪ̀ / dɪ́","dɪ̀ː / dʊ̀ːnla᷇ː~dʊ̀lɪ̀lánō / dɪ̀dɪ̂ː/ dɪ̌ː","gʷù~gʊ̀ / gʊ̀ːkə̀ / gʷú / gʊ̌","gʲə́ / də̂kə̀ / gʲə́ / gʲə̌","dɪ̀ː / dòːɲʲa᷇ː / dɪ̀ / dɪ́","dɪ̀ / dɪ̀ːɲâ / dɪ̌ː / dɪ̌ː","dì / dǐː kə̀ / dǐː / dǐː","dì / dǐː kə̀ / dǐː / dǐː","dɨ̄ / dʲə̀ / dɨ̄ / dɨ̄","dìô / dʲò~dìwò / dī / dī","dʲə̀ː / dʲə̂lə̂ / dʲə̂ː / dʲə́","dʲə̀ː / dʲə̂ːlə̂ / dʲə̂ / dʲə́","tʃʲə́ / tʃʲə̂ / tʃʲə̀ː / tʃì","tʲə́ / tʲə̀ / tʲə̀ / tì","kʊ̀ / kʊ̀ / kʊ́ / kʊ̌","kʊ̀ː / kʊ̀ː / kʊ́ / kʊ̌ː","dì / dòː / dì / dǐ","dì / dòː / dī / dí","dɪ̀ / dòːǹlân / dɪ̄ / dɪ̄","dɪ̀ / dòlə̀ǹla᷇ːn / dɪ̌ː / dɪ̌ː"
"960","fight (v)","ɲə̀nnò / ɲə̀nnókō / ɲə̀nnó / ɲə̀nnó","ɲə̀nnò/ɲə̀nnə̀lə̀nlǎː/ɲə̀nnó /ɲə̀nnó","nʊ̀ə̀ / nʊ̀ə̀kə̀ / nʊ́ə̄ / nʊ́ə́","nʷò / nʷòːkə̀ / nʷó / nʷǒ","ɲʊ̀ŋà / ɲʊ̀ŋə̀ɲ̀ɲʲa᷇ː / ɲʊ̀ŋə́ / ɲʊ̀ŋə́","ɲʊ̀ŋó / ɲʊ̀ŋʊ̀ɲɪ̄ɲâ~ ɲʊ̀ŋʊ̀ɲâ/ ɲʊ̀ŋʊ́ / ɲʊ̀ŋʊ́","nòː / nǒː kə̀ / nǒː / nǒː","nó / nǒː kə̀ / nǒ / nô","nø̀ / nò / nø̄ / nø̀","nø̀ó / nǿɔ̀ / nø̄ / nø̄","gɒ̀ / gɒ̀ːlə̀ / gɒ̂ / gɒ́","gɔ̀ / gɔ̂lə́ / gɔ̂lə̀ / gɔ̀","zə́ / zə̀ː / zə̀ː / zə̀","zə̀ / zə̀ː / zə̀ / zə̀","nœ̀ɦ  / nœ̂ɦ  / nœ́ɦ  / nœ̂ɦ","nɒ̄ / nɒ̀ː / nɒ́ / nɒ̂","ɲʊ̀ŋkə̀ / ɲʊ̀ŋkə̀ / ɲʊ̀ŋkə̀ / ɲʊ̀ŋkə́","ɲʊ̀ŋkə̀/ ɲʊ̀ŋkə̀ / ɲʊ̀nə́ / ɲʊ̀ŋkə́","ɲʊ̀ŋ / ɲʊ̀ŋə̀lə̀nla᷇ːn / ɲʊ̀ŋ / ɲʊ̀ŋə́","ɲʊ́ŋə́ / ɲʊ̀ŋə̀lə̀nla᷇ːn / ɲʊ́ŋə̄ / ɲʊ̀ŋə́"
"962","work (n)","ɪ̀fə̀ló / ɪ́fə́lə́kî","ɪ̀fə̀lló / kīfə́llō","kə̀fʷâʔ / bə̀fʷâʔ","kə̀fʷâʔ / bə́fʷâʔ","ìfʷǎː / kə́fʷa᷇ːNGUN~ ɪ̀fɪ̀lə́ / kə̀fɪ́lə̄BIYA","ìnǎːm / kə̀námə̄","nɪ̌ːm / kə̄nɪ́ːmtə̄","něm~nɪ̌m / kə̀némtə́~kə̀nɪ́mtə́","lɪ̀m /tə̀lɪ́m","lìm /tə̀límkpə́","nə̀m / nə̂m","nə̀m / nə̂m","ìfʷâʔ / sə̀fʷâʔ","kə̀fʷâʔ / sə̀fʷâʔ","nàm / nâm","nàːm / nâːm","ɪ̀ʃə̀lə́ / kíʃə́lə̄","ɪ̀ʃə̀lə́ / kíʃə́lə̄","ìfé / kə̀félə̄~àfélə̄","ìfɪ̌ː / kə́fɪ́lə̄"
"976","sleep","gʊ̂ːn / gʊ̀ŋgʊ́nnō / gʊ̄n / gʊ́n","gʊ̀nnɪ́ / gʊ̀ngʊ́ːnō / gʊ̄n / gʊ̄n","gʷàɲ / gʷàːŋkə̀ / gʷa᷇ɲ / gʷǎɲ","gʷàɲ / gʷàŋkə̀ / gʷáɲ / gʷǎɲ","wə̀n / wə̀nɲ̀ɲʲa᷇ː / wə̄n / wə̄n","wə̀n / wə̀nɲìɲʲâ / wə̄n / wə̌n","gə́mnə̀/gə́mnə̀ kə̀/gə̀mnə́/gə̀mnə́","gə̀mnə̀/gə́mnə́ kə̀/gə̀mnə́/gə̀mnə́","gʊ̀ŋ / gʷə̀ntə́ / gʊ̄ŋ / gʊ̀ŋ","gʊ̀ŋô / gʷə̀ntò / gʊ̄̄ŋ[4] / gʊ̄ŋ[5]","wə̀nə̀ / wə̀nə́lə̂ / wə̂nə̀ / wə̀nə̀","wə̀nə̀ / wə̀nə́lə̂ / wə́nə̀ / wə́nə̀","bíyə́ / bbìnə̀ / bbì / bbə́ʲ","bə́ɪ́ʲ / bə̀ʲnə́ / bə̀ɪ́nə́ / bə́ɪ́","gwɛ́n / gwɛ̌n / gwɛ́n / gwɛ̌n","gwɛ̀n / gwɛ̀n / gwɛ́n / gwɛ̌ːn","wə̀n / wə̀n / wə̀n / wə̌n","wə̀n / wə̀n / wə̌n / wə̌n","wɛ̀n / wɛ̀nlân / wɛ̀n / wɛ̄n","wɛ̀n / wɛ̀nla᷇ːn~wɛ̄nlə̀nla᷇ːn / wɛ̌n / wɛ̌n"
"982","come","tí / tʊ́tʊ᷇ː / tī / tî","tí / tʊ́tʊ᷇ː / tī / tǐ","tá / túkə̀ / tú / tá","tā / túkə̀ / tā / tā","tɪ́ / tə́to᷇ / tɪ̂ / tɪ̂","tɪ́ / tə́to᷇~tótô / tɪ̄ / tɪ̂","tu / tú kə̂ / tú~tū / tú","tuː / tú kə̂ / tú / tú","gʲɛ̄ / gʲə̀ / gʲə́ / gʲə̀","gɣʲə̀ / gʲò / gʲə̄ / gʲə̄","dĩ̀ / dînlə́~dĩ̀ / dĩ̂ / dĩ́","dì / dzɪ̀ɲ / dî / dí","béʲ / bèː / bèʲ / bæ̀ʲ","běʲ / bèː / bè / bɑ́ʲ","tʃʊ̌ / tʃǿ / tʃʊ́ / tʃʊ́~tʃǿ","tʃʊ́ / tʃʊ̌ː / tʃʊ́ / tʃʊ́","tí / tə́tó / tí / tī","tí / tútô / tî / tî","té / tə́tō / tɪ̌ / tê","tɪ́ / tə́tō / tɪ̂ / tɪ̂"
"983","go","dʒə̂n / dʒʊ̂nòno᷇ː / dʒə̂n / dʒə́n","dʒə̂n / dʒʊ̂nʊ̀nó / dʒɛ̄n / dʒɛ̄n","ɲɛ̀ɲ / ɲʲə̀ːŋkə̀ / ɲʲə̀ːŋ / ɲɛ̌ɲ","ɲɛ̄ɲ / ɲʲə̀ŋkə̀ / ɲɛ᷇ɲ / ɲɛ̌ɲ","də́nə́ / dɔ̀ːno᷇ː / də̄nə̄ / də̄nə̄","nə̀ / nə̀nô / nə̀nə́ / nə̌","nɪ̀ / něː kə̀ / něː / něː","nè / něʲ kə̀ / něʲ / něʲ","nə̀nə́ / nə̀nə̀ / nə́nə́ / nə̀nə́","jə̀n / jʲɔ̀ / jə̄n / tsì","gə̀ / gə́ɲ / gə̂ / gə́","nèːsə́ / gɛ̀ɲsə̀lə̂ / nêʲ / gə́~né","ndù / ndùː / ndù / ndù","nò / nòː / nòː / nò","ɲʲə̄ / ɲʲɛ̂ / ɲʲə́ / ɲʲə́","ɲʲə̄ / ɲʲɛ̀ / ɲʲə́ / ɲʲə̄~ɲʲə̌","dʒʊ́nə̀ / dʒʊ́nákə́ / dʒʊ́nə́ / dʒʊ̂nə́","dʒʊ́nə̀ /dʒʊ́nàŋkə́ /dʒʊ́nə̄ /dʒʊ́nə̄","kò / kòko᷇ː~kòǹlân /kǒ /kō~nɔ́ŋə́","nɔ̀ŋò / nɔ̀ŋkô / ŋɔ́ŋɔ́ / kó"
"988","count (v)","táŋ / téntáŋō / tàŋ / tâŋ","táŋ / táŋlɪ̀nlǎː / tāŋ / tâŋ","táŋ / tɔ́ːkə̀ / tāŋ / táŋ","táŋ / tɔ́ːkə̀ / tāŋ / táŋ","táŋ / tâŋɲ̀ɲa᷇ː / tāŋ / tâŋ","táŋ / tâŋɲìɲâ / tâŋ / tâŋ","bèːlè / béːlə́ kə̀ / bèːlə́ / bèːlə́","béːlə̀ / běːlə́ kə̀ / bèːlə́ / bèlə́","bèlə́ / bèlò / bèlə̀ / bèlə́","bɪ̀ːlǒː / bɪ̀ːlò / bɪ̄ːlə̄ / bɪ̀lə́","bèː / béːlə̀ / be᷇ː / bé","bè / béːlə̀lə́ / bê / bé","táŋ / tàŋà / táŋá / táŋ","táŋ / tàŋə́ / táŋə́ / táŋ","bɛ̄ / bɛ̀ː / bɛ́ / bɛ̌","bɛ̀ː / bɛ̀ː / bɛ́ / bɛ̌ː","tə̌ːŋ / tə̂ŋ / tə̀ŋ / tə̀ŋ","téɲ / têŋ / téŋ / têɲ","táŋ / tâŋǹlân / tāŋ / tàŋ","táŋ / tâŋlə̀nlân / tâŋ / tâŋ"
"990","die (v)","pí / pípíkó / pī / pìː","pí / pípíkó / pī / pìː","kpə́ / kpə́kə̀ ~kpɪ́yòːkə̀/ kpə́ / kpə́","kpə́ / kpə́kə̀ / kpə̄ / kpə́","kpɪ́ / kpôːɲ̀ɲʲa᷇ː / kpè / kpê","kpɪ́~kpé / kpôɲâ / kpɪ̄ / kpɪ̂~kpê","pí / píːŋ kə̀ / pī / pí","pí / pí kə̂ / pī / pí","kpú / kpʊ̂ː / kpú / kpû","kpùó / kpúwò/ kpú / kpú","kpə̌ / kpə̀lə̂ / kpə́ / kpə́","kpə́ / kpə̀lə̂~kpə̀sə̀lə̂/ kpə́ / kpē","kʷùʲ / kʷǒː / kʷʊ́ / kʷú","kʷù / kʷúː / kʷúə̀ / kʷú","kpɘ̄ / kpɛ̀ / kpɘ́ / kpɘ́","kpɘ̌ / kpɛ̂ɦː / kpɘ́ / kpə́","pí / pʲô / pí / pì","pí / pʲô / pí / pî","kpé / kpôkʊ̀kə̂ / kpɪ̌ː / kpè","kpɪ́ / kpôǹla᷇ːn / kpɪ̄ / kpɪ̂"
"993","drink (v)","ḿ / m̄ḿkō~múmúkō / mû / mû","ḿ / m̂lɪ̀nlǎː / m̂ / m̂","ŋʊ́ə́ / ŋʊ́ːkə̀ / ŋʊ̄ə̄ / ŋʊ́ə́","ŋʷə́ / ŋʊ́ːkə̀ / ŋʷə̄ / ŋʷə̌","ḿ̩ / m̩̂ɲ̀ɲʲa᷇ː / m̩̀ / m̩̂","mʊ́ / mʊ̂ɲìɲa᷇ː / mû / mʊ̂","mú / mú kə̂ / mú / mú","mó / móː kə̂ / mō / mó","ŋmú / ŋmʊ̀ / ŋmú / ŋmʊ̂","ŋmùó / ŋmúò / ŋmú / ŋmú","mú / mʷə́ / mú / mū","mú / mʷə̀lə̂ / mú / mū","mə̄ / mə̌ː / mə̄ / mə́","ḿ / mɘ̌ː / mə́ː / ḿ","mʊ̌ / mø̄ / mʊ́ / mʊ̄","mǔː / mʷœ̂ɦ / mú / mú","mú / mû / mú / mʊ̀","mú / mûː / mû / mû","mú / mûǹlân / mû / mû","mú~múmú / mûlə̀la᷇ːn / mû / mû"
